==PROF== Connected to process 25323 (/home/shivam/GPU-Memory-Profiling-Optimization-Toolkit/gpuopt/build/transpose)
Matrix Transpose Benchmark (1024x1024)
====================================
Naive: 0.130 ms (avg over 100 runs)
Verification: PASSED
Shared Memory: 0.054 ms (avg over 100 runs)
Verification: PASSED
Padded Shared Memory: 0.034 ms (avg over 100 runs)
Verification: PASSED
==PROF== Disconnected from process 25323
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","25323","transpose","127.0.0.1","transpose_naive(const float *, float *, int, int)","1","7","(32, 32, 1)","(32, 32, 1)","0","8.9","GPU Speed Of Light Throughput","DRAM Frequency","hz","6,988,868,274.58",
"0","25323","transpose","127.0.0.1","transpose_naive(const float *, float *, int, int)","1","7","(32, 32, 1)","(32, 32, 1)","0","8.9","GPU Speed Of Light Throughput","SM Frequency","hz","1,543,550,943.10",
"0","25323","transpose","127.0.0.1","transpose_naive(const float *, float *, int, int)","1","7","(32, 32, 1)","(32, 32, 1)","0","8.9","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","213,048",
"0","25323","transpose","127.0.0.1","transpose_naive(const float *, float *, int, int)","1","7","(32, 32, 1)","(32, 32, 1)","0","8.9","GPU Speed Of Light Throughput","Memory Throughput","%","67.45",
"0","25323","transpose","127.0.0.1","transpose_naive(const float *, float *, int, int)","1","7","(32, 32, 1)","(32, 32, 1)","0","8.9","GPU Speed Of Light Throughput","DRAM Throughput","%","13.60",
"0","25323","transpose","127.0.0.1","transpose_naive(const float *, float *, int, int)","1","7","(32, 32, 1)","(32, 32, 1)","0","8.9","GPU Speed Of Light Throughput","Duration","ns","137,984",
"0","25323","transpose","127.0.0.1","transpose_naive(const float *, float *, int, int)","1","7","(32, 32, 1)","(32, 32, 1)","0","8.9","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","83.32",
"0","25323","transpose","127.0.0.1","transpose_naive(const float *, float *, int, int)","1","7","(32, 32, 1)","(32, 32, 1)","0","8.9","GPU Speed Of Light Throughput","L2 Cache Throughput","%","67.45",
"0","25323","transpose","127.0.0.1","transpose_naive(const float *, float *, int, int)","1","7","(32, 32, 1)","(32, 32, 1)","0","8.9","GPU Speed Of Light Throughput","SM Active Cycles","cycle","200,279.50",
"0","25323","transpose","127.0.0.1","transpose_naive(const float *, float *, int, int)","1","7","(32, 32, 1)","(32, 32, 1)","0","8.9","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","5.13",
